question_id,question,option_0,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,answer_index,cot_content,category,dialect
7521,"Mahitaji ya wastani ya kila siku ya mikate katika mkatepishi maarufu ni mikate 2,500, na upotofu wa kawaida wa 225. Kila asubuhi mkatepishi huo huoka mikate 3,000. Kuna uwezekano gani kwamba leo wataishiwa mikate? Fikiria kwamba mahitaji ya wastani ya kila siku ya mikate katika mkatepishi huu yanasambazwa kwa njia ya kawaida.",0.9869,0.5234,0.6875,0.0132,0.3500,0.4589,0.8333,0.2314,0.7500,0.1667,3,,math,sw
7534,Andika ugawanyaji wa vipengele vya namba kuu wa 77. Tumia viinua inapowezekana.,7^2 • 11^2,11^2 • 13,7 • 13^2,7 • 11 • 13,7 • 11,7^2 • 13,7^2 • 11,7 • 11^2 • 13,11 • 13,7^3 • 11,4,,math,sw
7555,"Tuseme $f(x)$ ni kazi ambayo ina mali hii: Kwa namba zote halisi $a$ na $b$ ambapo $a<b$, sehemu ya grafu ya $y=f(x)$ kati ya $x=a$ na $x=b$ iko chini ya kipande cha mstari ambacho ncha zake ni $(a,f(a))$ na $(b,f(b))$. (Kazi yenye mali hii inaitwa kazi kikamilifu yenye mwinamo wa nje.) Kwa kuwa $f(x)$ inapita kwenye $(-2,5)$ na $(2,9)$, ni wigo wa thamani zinazowezekana kwa $f(1)$? Andika jibu lako kwa mpangilio wa vipengele.","(-inf, 5)","(-inf, 7)","(-inf, 3)","(-inf, 11)","(-inf, 9)","(-inf, 12)","(-inf, 6)","(-inf, 10)","(-inf, 4)","(-inf, 8)",9,,math,sw
7560,Ni thamani gani ya $N$ inayoridhisha $rac{4^{(3^3)}}{(4^3)^3} = 2^N$?,34,64,36,18,9,81,27,72,45,54,2,,math,sw
7566,"Dadu sita za pande 6 zinapigwa. Je, kuna uwezekano gani kwamba dadu tatu zinaonyesha nambari za msingi na zilizobaki zinaonyesha nambari changamano?",\frac{5}{55},\frac{5}{54},\frac{125}{7776},\frac{3}{18},\frac{125}{2916},\frac{5}{36},\frac{5}{16},\frac{10}{54},\frac{1}{6},\frac{125}{3888},1,,math,sw
7576,"Je, kazi ya mgawo wa usambazaji wa jumla wa usambazaji wa kawaida wa Gaussian $F(x)=1/\sqrt{2 \pi} \int_{-\infty}^x e^{-t^2/2} dt$ ni log-konkave? Rudisha 1 kwa ndiyo na 0 kwa hapana.",2.5,-1.0,2.0,1.5,-0.5,0.0,1.0,-2.0,0.5,3.0,6,,math,sw
7598,"Kwa matriki $A=(\begin{array}{rrrrr} 1 & 2 & 3 & 4 & -3 \1 & 2 & 0 & -5 & 1 \2 & 4 & -3 & -19 & 6 \3 & 6 & -3 & -24 & 7\end{array})$, je, daraja la safu za mistari na daraja la safu za nguzo ni nini? Rudisha namba mbili kama orodha ya namba.","[1, 1]","[3, 4]","[4, 4]","[2, 4]","[2, 3]","[3, 3]","[4, 2]","[2, 2]","[4, 3]","[3, 2]",7,,math,sw
7610,"7.3-5. Ili kukadiria uwiano, $p$, wa darasa kubwa la wanafunzi wapya wa chuo kikuu walio na wastani wa alama za shule ya sekondari kutoka 3.2 hadi 3.6, ikiwemo, sampuli ya $n=50$ wanafunzi ilichukuliwa. Ilibainika kuwa $y=9$ wanafunzi walikuwa katika kipengele hiki. (a) Toa makadirio ya $p$.",$0.1000$,$0.1600$,$0.1200$,$0.2000$,$0.2200$,$0.1400$,$0.3000$,$0.2500$,$0.2800$,$0.1800$,9,,math,sw
7613,Wacha $A$ na $B$ iwe matukio huru zenye $P(A)=$ 0.7 na $P(B)=0.2$. Hesabu $P(A \cap B)$.,0.28,0.9,0.7,0.1,0.56,0.04,0.14,0.5,0.2,0.35,6,,math,sw
7617,Tafuta tabia bainifu ya pete Z_3 x 3Z.,24,12,30,21,15,36,3,9,6,0,9,,math,sw
7647,"Je, ni jibu la mgawanyiko wa 1,248 / 7?",168 baki 2,178 baki 2,169 baki 3,178 baki 0,177 baki 8,178 baki 3,177 baki 7,178 baki 4,177 baki 9,178 baki 1,1,,math,sw
7662,Ni kiwango cha juu cha pamoja cha 252 na 96 ni kipi?,24,48,30,12,6,36,15,21,5,18,3,,math,sw
7671,"Je, ni nini kiamili cha matriki [[0, 1, 2], [7, 8, 3], [6, 5, 4]]?",0,24,-12,36,-48,72,-60,-24,-36,60,8,,math,sw
7672,Tumia Kanuni ya Trapezoidi kukadiria $\int_0^{\pi} sin^2(x)dx$. Rudisha thamani ya desimali iliyokadiriwa.,1.414214,1.000000,0.785398,1.570796,1.234567,3.000000,3.141592,2.718282,2.345678,2.000000,3,,math,sw
7675,"Ni nambari ngapi kati ya 1 na 100 (zote zikijumuishwa) zinazogawanyika kwa 2, 3, au 5?",82,60,80,68,74,72,85,50,78,66,4,,math,sw
7681,Kwa njia ngapi kamati ya wanaume 2 na wanawake 3 inaweza kuchaguliwa kutoka kwa kundi la wanaume 6 na wanawake 8?,1500,1000,1200,1100,720,960,400,500,840,650,8,,math,sw
7711,"Gurudumu la kawaida la roulette linalotumika kwenye kasino lina nafasi 38 ambazo zimepewa nambari $1,2,3, \ldots, 36,0,00$, mtawalia. Nafasi za 0 na 00 zimechorwa rangi ya kijani. Nusu ya nafasi zilizobaki ni nyekundu na nusu ni nyeusi. Pia, nusu ya nambari kati ya 1 na 36 ni isiyo ya jozi, na nusu ni ya jozi, na 0 na 00 zimeainishwa kuwa si isiyo ya jozi wala ya jozi. Mpira unazungushwa kwenye gurudumu na huishia kwenye moja ya nafasi; tunakadiria kuwa kila nafasi ina uwezekano sawa wa $1 / 38$, na tunashughulika na nambari ya nafasi ambayo mpira utaangukia. Weka $A=\{0,00\}$. Toa thamani ya $P(A)$.",$\frac{1}{19}$,$\frac{1}{76}$,$\frac{20}{38}$,$\frac{2}{38}$,$\frac{3}{38}$,$\frac{4}{38}$,$\frac{36}{38}$,$\frac{1}{38}$,$\frac{1}{2}$,$\frac{18}{38}$,3,,math,sw
7729,"Bodi ya shule ya wilaya kubwa ya shule inapendekeza kanuni mpya ya mavazi kwa wanafunzi. Baadhi ya wanafunzi wanahisi kuwa kanuni hii ya mavazi inalenga wanafunzi wa kike kwa njia isiyo ya haki. Ili kuona kama kuna tofauti kati ya wavulana na wasichana katika kupinga kanuni mpya ya mavazi, wanapiga kura kwa wanafunzi 60 wa kiume waliochaguliwa kwa nasibu na wanafunzi 70 wa kike wa shule ya sekondari katika wilaya hiyo. Wanagundua kuwa wasichana 66 wanapinga kanuni ya mavazi na wavulana 50 wanapinga kanuni ya mavazi. Ni ipi kati ya yafuatayo inaelezea kwa nini mtihani wa z wa uwiano wa sehemu mbili haufaiki?",Hakuna dhana mbadala iliyopendekezwa kwa mtihani huu.,Idadi ya mafanikio na idadi ya kushindwa kwa makundi mawili si kubwa vya kutosha.,Maumbo ya usambazaji wa kundi la watu hayajulikani.,Mtihani wa z haujaundwa kwa ajili ya uwiano.,Ukubwa wa sampuli ni mdogo sana.,Ukubwa wa sampuli ni tofauti.,Sampuli haikuchaguliwa kwa nasibu.,Wanafunzi wanaopinga kanuni ya mavazi hawawakilishi kundi lote la watu.,Ukubwa wa sampuli ni mkubwa sana.,Uwiano wa wavulana na wasichana si sawa.,1,,math,sw
7733,"Idara ya Afya inapanga kupima kiwango cha risasi katika uwanja maalum. Kwa sababu kiwango cha juu cha risasi ni hatari kwa watoto, uwanja utafungwa ikiwa kiwango cha risasi kitazidi kikomo kilichoruhusiwa. Idara inachagua maeneo kadhaa uwanjani kwa nasibu, inachukua sampuli za udongo kutoka maeneo hayo, na kupima sampuli hizo kwa viwango vya risasi. Ni ipi kati ya maamuzi yafuatayo yatakayotokana na kosa la Aina ya Kwanza?",Kuweka uwanja wazi wakati viwango vya risasi viko ndani ya kikomo kilichoruhusiwa,Kufunga uwanja kwa msingi wa utabiri wa ongezeko la kiwango cha risasi siku zijazo,Kuweka uwanja wazi wakati viwango vya risasi vimezidi kikomo kilichoruhusiwa,Kufunga hifadhi nyingine wakati viwango vya risasi viko ndani ya kikomo kilichoruhusiwa,Kufunga uwanja wakati viwango vya risasi vimezidi kikomo kilichoruhusiwa,Kutopima viwango vya risasi kabisa na kufunga uwanja,Kuweka hifadhi nyingine wazi wakati viwango vya risasi vimezidi kikomo kilichoruhusiwa,Kupuuza matokeo ya vipimo na kuweka uwanja wazi bila kujali viwango vya risasi,Kufunga uwanja wakati viwango vya risasi viko ndani ya kikomo kilichoruhusiwa,Kufunga uwanja kwa msingi wa viwango vya risasi kutoka uwanja tofauti,8,,math,sw
7734,"Katika kundi la alama 10, alama kubwa zaidi inaongezwa kwa pointi 40. Nini kitatokea kwa wastani?",Haitabadilika.,Itaongezeka kwa pointi 30.,Itaongezeka kwa pointi 10.,Itapungua kwa pointi 10.,Haitabadilika ikiwa alama zote zitaongezwa kwa pointi 40.,Itaongezeka kwa pointi 20.,Itapungua kwa pointi 4.,Itapungua kwa pointi 40.,Itaongezeka kwa pointi 40.,Itaongezeka kwa pointi 4.,9,,math,sw
7752,Ni uwiano upi unaweza kuunda uwiano sawa na 3 juu ya 8?,24 juu ya 64,15 juu ya 48,18 juu ya 56,18 juu ya 40,,,,,,,0,,math,sw
7762,"Duka lina matanki ya samaki 8 ambayo kila moja lina lita 40 za maji. Je, jumla ya lita za maji katika matanki yote ya samaki ni ngapi?",400,380,280,300,360,340,5,420,320,48,8,,math,sw
7783,"Nambari sita chanya zimeandikwa kwenye nyuso za mchemraba. Kila kilele kimewekewa alama ya kizidisho cha nambari tatu kwenye nyuso zilizo karibu na kilele hicho. Ikiwa jumla ya nambari kwenye vilele ni sawa na $1001$, basi jumla ya nambari zilizoandikwa kwenye nyuso ni nini?",36,31,15,20,13,18,27,24,1001,45,1,,math,sw
7794,"Tuseme tunapiga kete mbili za pande sita zenye usawa. Je, kuna uwezekano gani kwamba jumla ya namba mbili zilizopatikana ni 4?",\frac{3}{12},\frac{1}{6},\frac{2}{12},\frac{1}{9},\frac{1}{2},\frac{1}{18},\frac{1}{12},\frac{1}{3},\frac{1}{4},\frac{1}{8},6,,math,sw
7827,"Acha X_1, X_2,... ziwe vigeu huru kila moja ikichukua thamani +1 au -1 kwa uwezekano wa 1/2 na 1/2. Inajulikana kuwa $\sqrt{3/n^3}*\sum_{k=1}^n k*X_k$ inakaribia kusambazwa kwa kawaida N(a,b) kadri n inavyokwenda hadi ukomo. Hapa a ni tumaini na b ni tofauti. Thamani za a na b ni zipi? Rudisha majibu kama orodha. Kwa mfano, ikiwa a=2, b=100, rudisha [2,100].","[2, 0]","[0, 1]","[2, 1]","[1, 1]","[1, 0]","[0, 0]","[0, 1/2]","[1, 2]","[0, 2]","[0, 3]",1,,math,sw
7828,"Kwa kazi zifuatazo, ni zipi kati ya hizo ni kazi nzima zilizowekewa mipaka? 1. f(x)=0; 2. f(x)= 1+i; 3. f(x)=sin(x); 4. f(x)=min{|cos(x)|,1}. Hapa i=\sqrt{-1} na $|\cdot|$ ni kanuni ya namba tata. Toa namba za majibu kama orodha.","[1, 2]","[2, 4]","[3, 4]","[1, 2, 3]","[1, 3, 4]","[1, 4]",[4],"[1, 3]",[3],"[2, 3]",0,,math,sw
7829,"Pata nambari ndogo zaidi chanya inayobaki na baki ya 1 inapogawanywa kwa 2, baki ya 2 inapogawanywa kwa 3, baki ya 3 inapogawanywa kwa 4, baki ya 4 inapogawanywa kwa 5, na baki ya 5 inapogawanywa kwa 6.",59,91,101,121,65,143,50,72,61,119,0,,math,sw
7833,"Tumia Nadharia ya Stokes kukadiria $\int_C \mathbf{F} \cdot d \mathbf{r}$, ambapo $\mathbf{F}(x, y, z)=x y \mathbf{i}+y z \mathbf{j}+z x \mathbf{k}$, na $C$ ni pembetatu yenye vilele $(1,0,0),(0,1,0)$, na $(0,0,1)$, iliyoelekezwa kinyume na saa kama inavyoonekana kutoka juu.",$-\frac{1}{2}$,$\frac{1}{2}$,$0$,$\frac{3}{4}$,$\frac{1}{4}$,$-1$,$\frac{1}{3}$,$\frac{2}{3}$,$-\frac{1}{4}$,$-\frac{1}{3}$,0,,math,sw
7835,"Fikiria makundi mawili yafuatayo ya wanawake: Kundi la 1 linajumuisha wanawake wanaotumia chini ya $\$ 500$ kila mwaka kwa mavazi; Kundi la 2 linajumuisha wanawake wanaotumia zaidi ya $\$ 1000$ kila mwaka kwa mavazi. Wacha $p_1$ na $p_2$ ziwe sehemu za wanawake katika makundi haya mawili, mtawalia, wanaoamini kuwa mavazi ni ghali sana. Ikiwa 1009 kati ya sampuli ya wanawake 1230 kutoka kundi la 1 na 207 kati ya sampuli ya wanawake 340 kutoka kundi la 2 wanaamini kuwa mavazi ni ghali sana, (a) Toa makadirio ya nukta ya $p_1-p_2$.",$0.2115$,$0.3256$,$0.1298$,$0.2732$,$0.3021$,$0.0997$,$0.2389$,$0.2654$,$0.1874$,$0.1543$,0,,math,sw
7852,"Gwen aliandika mpangilio wa nambari hapa chini kwenye kipande cha karatasi. 1, 5, 9, 13 Ni nambari zipi mbili zinazofuata katika mpangilio wa Gwen?","17, 23","19, 25","19, 23","21, 23","17, 19","19, 21","15, 19","17, 21","15, 17","21, 25",7,,math,sw
7853,"Umi alitengeneza mpangilio wa nambari unaofuata kwa kuongeza kiasi kilekile kila mara ili kupata nambari inayofuata. 20, 40, 60, 80, ... Je, nambari ya nane katika mpangilio huo itakuwa nini?",320,180,160,260,280,360,200,240,640,300,2,,math,sw
7854,Chakula cha paka kinagharimu $.47 kwa pauni. Mfuko wa pauni 6 unagharimu kiasi gani?,$3.82,$2.97,$6.47,$12.77,$2.82,$1.47,$7.47,$8.22,$4.67,$5.02,4,,math,sw
7876,Sehemu tatu ya tano ya 100 ni nini?,50,20,3,90,80,60,100,30,70,5,5,,math,sw
7880,"Kwa nambari nzima n ambapo 3 <= n <= 11, ni zipi ambazo kuna kundi moja tu la mpangilio wa n (kulingana na isomofizimu)?","Kwa 3, 5, 7, na 11 pekee","Kwa 8, 9, 10, na 11 pekee","Kwa 4, 6, 8, na 10 pekee","Kwa 6, 7, 8, na 9 pekee","Kwa 3, 4, 5, na 6 pekee","Kwa 3, 5, 7, 9, na 11 pekee","Kwa 4, 5, 6, na 8 pekee",Kwa nambari zote nzima n ambapo 3 <= n <= 11,Hakuna nambari nzima kama hiyo n,"Kwa 5, 6, 7, 8, na 9 pekee",0,,math,sw
7914,"Kupaka rangi kingo za grafu kamili yenye vilele n kwa rangi 2 (nyekundu na bluu), ni n ndogo kiasi gani inayohakikisha kuna kundi la vilele 4 vilivyounganishwa kikamilifu vyenye rangi nyekundu au kundi la vilele 4 vilivyounganishwa kikamilifu vyenye rangi bluu?",12,15,14,16,22,8,10,20,19,18,9,,math,sw
7918,Tafuta mwendo kasi katika m/(min^2) wakati t = 5 min kwa helikopta yenye urefu s(t) = 300t - 4t^3 m.,100,240,180,150,60,-200,-60,-120,-180,-240,7,,math,sw
7930,"Je, ni \lim_{x \to 1} ((x - 1) sin((\pi)/(x - 1)))?",π,0,2π,1,haijafafanuliwa,e,1/2,-π,1/π,-1,1,,math,sw
7935,"Hesabu kazi iliyofanywa na nguvu $\mathbf{F}=8 \mathbf{i}-6 \mathbf{j}+9 \mathbf{k}$ inayosogeza kitu kutoka kwenye pointi $(0,10,8)$ hadi pointi $(6,12,20)$ kwa mstari wa moja kwa moja. Umbali unapimwa kwa mita na nguvu kwa nyutoni.",144 $\mathrm{J}$,172 J,180 $\mathrm{J}$,168 J,132 J,160 $\mathrm{J}$,120 $\mathrm{J}$,156 J,200 J,210 J,0,,math,sw
7961,"Nambari mbili nzima zina Kiunganishi cha Chini cha Pamoja cha 60. Kila nambari ni ndogo au sawa na 12. Kiunganishi Kikuu cha nambari hizo mbili ni 2. Je, nambari hizo mbili ni zipi?",5 na 12,12 na 15,6 na 12,4 na 8,3 na 9,8 na 10,6 na 10,2 na 10,2 na 6,10 na 12,9,,math,sw
7983,"Nambari nzima chanya n inaitwa ""yenye nguvu"" ikiwa, kwa kila kizidishi cha msingi p cha n, p^2 pia ni kizidishi cha n. Mfano wa nambari yenye nguvu ni",297,392,300,240,336,360,408,,,,1,,math,sw
7992,"Virusi vinaenea katika idadi ya watu wa mji, na idadi ya watu wenye virusi huongezeka mara mbili kila baada ya siku 3. Ikiwa kuna watu 1,000 katika mji huo, na watu 10 wana virusi tarehe 1 Januari, ni tarehe gani ya mapema zaidi ambapo mji mzima utaambukizwa virusi, ikizingatiwa kuwa kuna siku 365 katika mwaka, na siku 31 katika mwezi wa Januari?",tarehe 10 Februari,tarehe 28 Januari,tarehe 10 Januari,tarehe 1 Machi,tarehe 15 Januari,tarehe 31 Januari,tarehe 10 Machi,tarehe 21 Januari,tarehe 21 Februari,tarehe 1 Februari,7,,math,sw
7994,Ni nambari ngapi kati ya nambari kamili 401 kutoka $-200$ hadi $200$ ambazo ni sawa na $5 \pmod{13}?$,32,30,46,31,60,62,15,61,29,45,3,,math,sw
8001,"Ikizingatiwa kuwa mstatili wenye urefu wa inchi $3x$ na upana wa inchi $x + 5$ una sifa kwamba eneo lake na mzunguko wake vina thamani sawa, je, $x$ ni nini?",rac{3}{10},rac{5}{2},rac{10}{3},3,rac{3}{2},1,rac{1}{2},4,5,2,5,,math,sw
8016,"Je, thamani ya $2/\pi*\prod_{k=1}^{\infty} \frac{(2*k)^2}{(2*k-1)(2*k+1)}$ ni nini?",1.414,0.707,0.5,3.14,4.0,1.0,1.57,2.0,6.28,2.718,5,,math,sw
8023,Ni njia ngapi zipo za kupanga herufi katika neno *BANANA* kulingana na ulinganifu wa neno hilo?,50,40,100,24,30,60,120,20,15,10,4,,math,sw
8032,"Nambari za asili chanya N na N^2 zote zinaishia na mlolongo sawa wa tarakimu nne abcd zinapoandikwa katika msingi wa 10, ambapo tarakimu a si sifuri. Tafuta nambari ya tarakimu tatu abc.",491,254,625,812,368,789,937,673,123,456,6,,math,sw
8037,"Acha $P_5(x)$ iwe polinomu ya Taylor ya shahada ya tano inayokadiria f(x)=sin(x), iliyolenga x=0. Je, ni kosa la Lagrange la makadirio ya polinomu kwa sin(1)?",0.02098,0.00198,0.000198,0.01998,0.0198,0.19898,0.0000198,0.198,0.0000298,0.00298,2,,math,sw
8055,"Usafirishaji wa resista una wastani wa upinzani wa ohms 200 na mkengeuko wa kawaida wa ohms 5, na upinzani umegawanyika kwa kawaida ya kawaida. Fikiria resista iliyochaguliwa kiholela ina upinzani chini ya ohms 194. Je, ni asilimia ngapi kwamba upinzani wake ni zaidi ya ohms 188?",0.93,0.07,0.20,0.30,0.35,0.12,0.99,0.65,0.50,0.80,0,,math,sw
8056,"Mtangazaji wa kipindi cha mazungumzo aliripoti hivi karibuni kwamba kwa kujibu swali lake hewani, 82% ya zaidi ya ujumbe wa barua pepe 2500 zilizopokelewa kupitia anwani yake iliyoenezwa hadharani ziliunga mkono adhabu ya kifo kwa yeyote aliyepatikana na hatia ya kuuza dawa za kulevya kwa watoto. Hii inaonyesha nini?",Utafiti huu una upendeleo kwa sababu unajumuisha tu wasikilizaji wenye uwezo wa kutumia barua pepe.,Utafiti huu ungekuwa na maana zaidi kama angekuwa ametumia kikundi cha udhibiti.,Utafiti huu ni sahihi kwa kuwa unajumuisha idadi kubwa ya majibu.,Utafiti huu ungekuwa na maana zaidi kama angechagua sampuli ya nasibu isiyo na upendeleo ya wasikilizaji 2500 waliotoa majibu.,Utafiti huu unaaminika kwa sababu unawakilisha maoni ya wasikilizaji wa kipindi hicho.,Utafiti huu ungekuwa na maana zaidi kama angejumuisha wasikilizaji waliokuwa na maoni tofauti na yake.,Utafiti huu hauna maana kwa sababu ya upendeleo unaotokana na majibu ya hiari.,Utafiti huu unaonyesha kwamba wengi wa wasikilizaji wa kipindi cha mtangazaji wanaunga mkono adhabu ya kifo kwa wauzaji wa dawa za kulevya.,,,6,,math,sw
8084,"Kete yenye pande sita (ambayo nyuso zake zimepewa namba 1 hadi 6) inajulikana kuwa bandia: Uwezekano wa kupata namba yoyote ya shufwa ni mara mbili ya uwezekano wa kupata namba yoyote ya witiri. Je, ni uwezekano gani kwamba ikiwa kete hii itarushwa mara mbili, matokeo ya kwanza yatakuwa 5 na matokeo ya pili yatakuwa 6?",1/27,2/81,1/9,1/18,2/9,3/81,2/27,1/81,3/27,2/18,1,,math,sw
8086,"Ikiwa I != A != -I, ambapo I ni matriksi ya kitambulisho na A ni matriksi halisi ya 2 x 2. Ikiwa A = A^(-1), basi alama ya A ni",0.5,0,3,1,-2,2,-4,4,-3,-1,1,,math,sw
8088,"T: R^2 -> R^2 ni badiliko la mstari linalopeleka nukta (1, 2) kuwa (2, 3) na nukta (-1, 2) kuwa (2, -3). Kisha T hupeleka nukta (2, 1) kuwa","(2, 5)","(4, -3)","(0, 0)","(3, 2)","(5, -1)","(-2, 1)","(1, 6)","(-1, 4)","(-3, 2)","(-4, 3)",6,,math,sw
8097,"Msingi wa umbo ni eneo lililozungukwa na x^2 = 4y na mstari y = 2, na kila kipande cha sehemu ya ndege inayokatiza kwa pembe ya kulia kwenye mhimili wa y ni mraba. Ujazo wa umbo ni",8,32,36,28,48,44,16,40,24,20,1,,math,sw
8107,"Acha $p$, $q$, na $r$ ziwe thabiti. Suluhisho moja la mlinganyo $(x-p)(x-q) = (r-p)(r-q)$ ni $x=r$. Pata suluhisho lingine kwa kutumia $p$, $q$, na $r$.",r-p-q,p+q-r,p-q-r,pq-r,(p+q)/r,pqr,p*q/r,p*r/q,q*r/p,(p*q)/r,1,,math,sw
8114,"Katika kundi la watu 1000, angalau ni watu wangapi wanapaswa kuwa na siku moja ya kuzaliwa?",Angalau 50,Angalau 23,Angalau 100,20,Angalau 5,10,Angalau 367,2,Angalau 1,3,9,,math,sw
8165,"Kwa mstari wa urejeleaji, ni ipi kati ya kauli zifuatazo kuhusu mabaki ambayo ni kweli?",Jumla ya mabaki daima ni moja.,"Ikiwa uhusiano wa takwimu ni 0, kutakuwa na muundo tofauti kwenye mchoro wa mabaki.","Kadri mabaki yanavyokuwa makubwa, ndivyo mfano wa mstari unavyokuwa mbaya zaidi.",Mabaki daima ni hasi.,"Ikiwa uhusiano wa takwimu ni 1, kutakuwa na muundo tofauti kwenye mchoro wa mabaki.",Mchoro wa mabaki daima utakuwa mstari ulionyooka.,Vidokezo vyenye ushawishi mkubwa vina mabaki makubwa.,Wastani wa mabaki daima ni sifuri.,"Ikiwa mfano wa mstari wa urejeleaji ni mzuri, idadi ya mabaki chanya itakuwa sawa na idadi ya mabaki hasi.",Mabaki hayawezi kuwa sifuri kamwe.,7,,math,sw
8170,Pata 4 sehemu 7 + 2 sehemu 7.,2 sehemu 7,6 sehemu 7,14 sehemu 28,6 sehemu 14,1 sehemu 2,8 sehemu 14,7 sehemu 14,10 sehemu 7,8 sehemu 49,4 sehemu 14,1,,math,sw
8182,Pata jibu kamili: 365 + 56,320,330,400,421,300,311,410,315,309,405,3,,math,sw
8187,"Kauli 1 | f : X → Y ni endelevu na X ni kompakti. f lazima iwe endelevu kwa usawa. Kauli 2 | Ikiwa f(x), g(x) : R → R inatofautishika kila mahali, basi f(g(x)) lazima itofautishike kila mahali.","Haihusiki, Haihusiki","Kweli, Si kweli","Kauli zote mbili zinafaa, lakini haziwezi kuainishwa wazi kama kweli au si kweli.","Si kweli, Haihusiki","Si kweli, Kweli","Kweli, Haihusiki","Si kweli, Si kweli","Haihusiki, Kweli","Haihusiki, Si kweli","Kweli, Kweli",9,,math,sw
8213,"Hesabu eneo la pembetatu ambayo urefu wa wima wake ni 10, 12, na 15.",56\sqrt{15},60\sqrt{7},240\sqrt{7}/7,48\sqrt{15},120\sqrt{15},180\sqrt{7}/7,60\sqrt{7}/7,48\sqrt{7},100\sqrt{7},240\sqrt{7},2,,math,sw
8217,Kundi la watu 9 limegawanywa katika kamati 3 za watu 3 kila moja. Kamati zinafanana isipokuwa kwa muundo wa wanachama. Ni kwa njia ngapi jambo hili linaweza kufanyika?,504,210,126,300,360,168,280,240,420,320,6,,math,sw
8220,Pata kiwango cha entropy cha mnyororo wa Markov unaohusiana na matembezi ya mfalme kwenye ubao wa chess wa ukubwa wa 3 kwa 3. Tumia logaritimu ya msingi 2 na rudisha kiwango cha entropy kwa biti.,2.70,2.45,3.21,2.00,2.98,1.75,3.00,1.50,2.24,1.95,8,,math,sw
8231,"Amua thamani za namba halisi a, b, na c ili kufanya fomula $x^2 + ay^2 + y + i(bxy + cx)$ kuwa fomula ya kianaliti ya kigezo tata cha $x+iy$? Rudisha jibu lako kama orodha [a, b, c].","[2, 2, 2]","[-1, 2, -1]","[1, 1, 1]","[-1, -2, 1]","[0, 0, 0]","[1, -2, 1]","[-2, -1, 2]","[-2, 1, -1]","[2, 1, -2]","[2, -1, 2]",1,,math,sw
8263,"Tafuta shahada ya upanuzi wa uwanja uliotolewa Q(sqrt(2), sqrt(3), sqrt(18)) juu ya Q.",3,10,0,12,5,8,4,1,6,2,6,,math,sw
8306,"Bei ya hisa ya kampuni XYZ mwanzoni mwa wiki ilikuwa $24.75. Katika siku tano zilizofuata, hisa iliongezeka kwa $2.50 Jumatatu, ilipungua kwa $3.25 Jumanne, ilipungua kwa $0.75 Jumatano, iliongezeka kwa $1.25 Alhamisi, na iliongezeka kwa $4.75 Ijumaa. Je, bei ya hisa ilikuwa kiasi gani mwishoni mwa Ijumaa?",$30.75,$12.25,$29.25,$26.75,$27.75,$31.25,$37.25,$25.75,$33.25,$28.75,2,,math,sw
8308,Ni kielezi gani kinacholingana na 5(6x + 3y)?,11x + 3y,11x + 8y,30x + 3y,30x + 15y,,,,,,,3,,math,sw
8312,Pata 3 juu ya 4 − 1 juu ya 8.,5 juu ya 8,9 juu ya 16,7 juu ya 16,21 juu ya 32,1,1 juu ya 2,3 juu ya 8,11 juu ya 16,13 juu ya 32,2 juu ya 8,0,,math,sw
